,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
Madhya Pradesh,Vegetables,Potato,August-2025,22014.82,Metric Tonnes,901.36,Rs./Quintal
Madhya Pradesh,Vegetables,Tomato,August-2025,6012.46,Metric Tonnes,2433.56,Rs./Quintal
Madhya Pradesh,Vegetables,Onion,September-2025,397113.25,Metric Tonnes,713.45,Rs./Quintal
Madhya Pradesh,Vegetables,Potato,September-2025,24671.82,Metric Tonnes,925.93,Rs./Quintal
Madhya Pradesh,Vegetables,Tomato,September-2025,8915.24,Metric Tonnes,1528.71,Rs./Quintal
Madhya Pradesh,Vegetables,Onion,October-2025,399372.70,Metric Tonnes,686.34,Rs./Quintal
Madhya Pradesh,Vegetables,Potato,October-2025,26392.95,Metric Tonnes,889.72,Rs./Quintal
Madhya Pradesh,Vegetables,Tomato,October-2025,10571.63,Metric Tonnes,1284.82,Rs./Quintal
Madhya Pradesh,Vegetables,Onion,November-2025,281668.15,Metric Tonnes,625.57,Rs./Quintal
Madhya Pradesh,Vegetables,Potato,November-2025,7209.81,Metric Tonnes,2203.30,Rs./Quintal
Madhya Pradesh,Vegetables,Tomato,November-2025,2195.10,Metric Tonnes,1026.31,Rs./Quintal
Madhya Pradesh,Vegetables,Onion,December-2025,210190.84,Metric Tonnes,1089.99,Rs./Quintal
Madhya Pradesh,Vegetables,Potato,December-2025,9664.02,Metric Tonnes,981.26,Rs./Quintal
Madhya Pradesh,Vegetables,Tomato,December-2025,2418.11,Metric Tonnes,492.78,Rs./Quintal
Maharashtra,Vegetables,Onion,January-2023,603737.00,Metric Tonnes,1232.44,Rs./Quintal
Maharashtra,Vegetables,Potato,January-2023,46242.00,Metric Tonnes,1542.36,Rs./Quintal
Maharashtra,Vegetables,Tomato,January-2023,25783.00,Metric Tonnes,903.08,Rs./Quintal
Maharashtra,Vegetables,Onion,February-2023,801867.00,Metric Tonnes,827.47,Rs./Quintal
Maharashtra,Vegetables,Potato,February-2023,72249.00,Metric Tonnes,1135.12,Rs./Quintal
Maharashtra,Vegetables,Tomato,February-2023,30263.00,Metric Tonnes,1034.63,Rs./Quintal
Maharashtra,Vegetables,Onion,March-2023,1178046.00,Metric Tonnes,731.00,Rs./Quintal
Maharashtra,Vegetables,Potato,March-2023,72025.00,Metric Tonnes,1003.82,Rs./Quintal
Maharashtra,Vegetables,Tomato,March-2023,30750.00,Metric Tonnes,1206.89,Rs./Quintal
Maharashtra,Vegetables,Onion,April-2023,585074.00,Metric Tonnes,618.17,Rs./Quintal
Maharashtra,Vegetables,Potato,April-2023,64603.00,Metric Tonnes,1147.89,Rs./Quintal
Maharashtra,Vegetables,Tomato,April-2023,35169.00,Metric Tonnes,958.78,Rs./Quintal
Maharashtra,Vegetables,Onion,May-2023,770518.67,Metric Tonnes,686.57,Rs./Quintal
Maharashtra,Vegetables,Potato,May-2023,64251.00,Metric Tonnes,1261.27,Rs./Quintal
Maharashtra,Vegetables,Tomato,May-2023,60734.00,Metric Tonnes,680.98,Rs./Quintal
Maharashtra,Vegetables,Onion,June-2023,816944.85,Metric Tonnes,901.39,Rs./Quintal
Maharashtra,Vegetables,Potato,June-2023,67160.00,Metric Tonnes,1285.29,Rs./Quintal
Maharashtra,Vegetables,Tomato,June-2023,56450.00,Metric Tonnes,2115.88,Rs./Quintal
Maharashtra,Vegetables,Onion,July-2023,1067515.96,Metric Tonnes,1212.46,Rs./Quintal
Maharashtra,Vegetables,Potato,July-2023,67314.00,Metric Tonnes,1403.59,Rs./Quintal
Maharashtra,Vegetables,Tomato,July-2023,32888.00,Metric Tonnes,6986.77,Rs./Quintal
Maharashtra,Vegetables,Onion,August-2023,829478.07,Metric Tonnes,1715.82,Rs./Quintal
Maharashtra,Vegetables,Potato,August-2023,72471.00,Metric Tonnes,1389.29,Rs./Quintal
Maharashtra,Vegetables,Tomato,August-2023,69110.98,Metric Tonnes,3162.93,Rs./Quintal
Maharashtra,Vegetables,Onion,September-2023,484416.98,Metric Tonnes,1858.86,Rs./Quintal
Maharashtra,Vegetables,Potato,September-2023,64835.00,Metric Tonnes,1300.31,Rs./Quintal
Maharashtra,Vegetables,Tomato,September-2023,150891.87,Metric Tonnes,578.23,Rs./Quintal
Maharashtra,Vegetables,Onion,October-2023,630243.48,Metric Tonnes,2787.90,Rs./Quintal
Maharashtra,Vegetables,Potato,October-2023,77399.00,Metric Tonnes,1296.42,Rs./Quintal
Maharashtra,Vegetables,Tomato,October-2023,182172.14,Metric Tonnes,611.52,Rs./Quintal
Maharashtra,Vegetables,Onion,November-2023,414880.89,Metric Tonnes,3351.46,Rs./Quintal
Maharashtra,Vegetables,Potato,November-2023,56940.00,Metric Tonnes,1305.16,Rs./Quintal
Maharashtra,Vegetables,Tomato,November-2023,61634.30,Metric Tonnes,1908.95,Rs./Quintal
Maharashtra,Vegetables,Onion,December-2023,596987.00,Metric Tonnes,2066.65,Rs./Quintal
Maharashtra,Vegetables,Potato,December-2023,67236.00,Metric Tonnes,1311.33,Rs./Quintal
Maharashtra,Vegetables,Tomato,December-2023,30365.00,Metric Tonnes,1734.14,Rs./Quintal
Maharashtra,Vegetables,Onion,January-2024,749407.00,Metric Tonnes,1431.67,Rs./Quintal
Maharashtra,Vegetables,Potato,January-2024,73132.00,Metric Tonnes,1334.11,Rs./Quintal
Maharashtra,Vegetables,Tomato,January-2024,23645.00,Metric Tonnes,1855.45,Rs./Quintal
Maharashtra,Vegetables,Onion,February-2024,667437.00,Metric Tonnes,1261.91,Rs./Quintal
Maharashtra,Vegetables,Potato,February-2024,66386.20,Metric Tonnes,1473.62,Rs./Quintal
Maharashtra,Vegetables,Tomato,February-2024,24657.90,Metric Tonnes,1946.06,Rs./Quintal
Maharashtra,Vegetables,Onion,March-2024,608876.97,Metric Tonnes,1348.44,Rs./Quintal
Maharashtra,Vegetables,Potato,March-2024,69437.70,Metric Tonnes,1562.43,Rs./Quintal
Maharashtra,Vegetables,Tomato,March-2024,29835.80,Metric Tonnes,1239.70,Rs./Quintal
Maharashtra,Vegetables,Onion,April-2024,344414.90,Metric Tonnes,1202.63,Rs./Quintal
Maharashtra,Vegetables,Potato,April-2024,46308.90,Metric Tonnes,1977.92,Rs./Quintal
Maharashtra,Vegetables,Tomato,April-2024,30490.90,Metric Tonnes,1001.60,Rs./Quintal
Maharashtra,Vegetables,Onion,May-2024,621868.39,Metric Tonnes,1467.59,Rs./Quintal
Maharashtra,Vegetables,Potato,May-2024,62131.00,Metric Tonnes,2103.10,Rs./Quintal
Maharashtra,Vegetables,Tomato,May-2024,57274.90,Metric Tonnes,1111.26,Rs./Quintal
Maharashtra,Vegetables,Onion,June-2024,544001.33,Metric Tonnes,2373.87,Rs./Quintal
Maharashtra,Vegetables,Potato,June-2024,56219.30,Metric Tonnes,2374.54,Rs./Quintal
Maharashtra,Vegetables,Tomato,June-2024,30480.30,Metric Tonnes,2613.68,Rs./Quintal
Maharashtra,Vegetables,Onion,July-2024,530342.21,Metric Tonnes,2597.45,Rs./Quintal
Maharashtra,Vegetables,Potato,July-2024,60336.20,Metric Tonnes,2579.89,Rs./Quintal
Maharashtra,Vegetables,Tomato,July-2024,29335.00,Metric Tonnes,3781.90,Rs./Quintal
Maharashtra,Vegetables,Onion,August-2024,559196.71,Metric Tonnes,3077.57,Rs./Quintal
Maharashtra,Vegetables,Potato,August-2024,65958.50,Metric Tonnes,2511.80,Rs./Quintal
Maharashtra,Vegetables,Tomato,August-2024,72590.80,Metric Tonnes,1628.16,Rs./Quintal
Maharashtra,Vegetables,Onion,September-2024,428603.55,Metric Tonnes,3861.52,Rs./Quintal
Maharashtra,Vegetables,Potato,September-2024,66481.00,Metric Tonnes,2492.88,Rs./Quintal
Maharashtra,Vegetables,Tomato,September-2024,144316.91,Metric Tonnes,2554.20,Rs./Quintal
Maharashtra,Vegetables,Onion,October-2024,419218.00,Metric Tonnes,3396.31,Rs./Quintal
Maharashtra,Vegetables,Potato,October-2024,74381.80,Metric Tonnes,2626.34,Rs./Quintal
Maharashtra,Vegetables,Tomato,October-2024,130672.80,Metric Tonnes,3410.96,Rs./Quintal
Maharashtra,Vegetables,Onion,November-2024,376254.63,Metric Tonnes,3724.55,Rs./Quintal
Maharashtra,Vegetables,Potato,November-2024,63404.00,Metric Tonnes,2689.41,Rs./Quintal
Maharashtra,Vegetables,Tomato,November-2024,97568.30,Metric Tonnes,1938.40,Rs./Quintal
Maharashtra,Vegetables,Onion,December-2024,753155.47,Metric Tonnes,2666.72,Rs./Quintal
Maharashtra,Vegetables,Potato,December-2024,73910.70,Metric Tonnes,2132.19,Rs./Quintal
Maharashtra,Vegetables,Tomato,December-2024,68497.80,Metric Tonnes,1367.30,Rs./Quintal
Maharashtra,Vegetables,Onion,January-2025,752324.52,Metric Tonnes,2075.34,Rs./Quintal
Maharashtra,Vegetables,Potato,January-2025,76943.10,Metric Tonnes,1679.15,Rs./Quintal
Maharashtra,Vegetables,Tomato,January-2025,38199.10,Metric Tonnes,1074.40,Rs./Quintal
Maharashtra,Vegetables,Onion,February-2025,537211.73,Metric Tonnes,2129.36,Rs./Quintal
Maharashtra,Vegetables,Potato,February-2025,62208.20,Metric Tonnes,1485.97,Rs./Quintal
Maharashtra,Vegetables,Tomato,February-2025,30626.50,Metric Tonnes,908.84,Rs./Quintal
Maharashtra,Vegetables,Onion,March-2025,583586.54,Metric Tonnes,1514.74,Rs./Quintal
Maharashtra,Vegetables,Potato,March-2025,73322.00,Metric Tonnes,1425.98,Rs./Quintal
Maharashtra,Vegetables,Tomato,March-2025,35506.20,Metric Tonnes,881.80,Rs./Quintal
Maharashtra,Vegetables,Onion,April-2025,562495.59,Metric Tonnes,1073.10,Rs./Quintal
Maharashtra,Vegetables,Potato,April-2025,69660.30,Metric Tonnes,1541.10,Rs./Quintal
Maharashtra,Vegetables,Tomato,April-2025,33545.50,Metric Tonnes,944.31,Rs./Quintal
Maharashtra,Vegetables,Onion,May-2025,705322.31,Metric Tonnes,1071.89,Rs./Quintal
Maharashtra,Vegetables,Potato,May-2025,64946.90,Metric Tonnes,1590.81,Rs./Quintal
Maharashtra,Vegetables,Tomato,May-2025,57889.50,Metric Tonnes,1291.19,Rs./Quintal
Maharashtra,Vegetables,Onion,June-2025,698288.15,Metric Tonnes,1358.78,Rs./Quintal
Maharashtra,Vegetables,Potato,June-2025,69859.80,Metric Tonnes,1713.00,Rs./Quintal
Maharashtra,Vegetables,Tomato,June-2025,50026.60,Metric Tonnes,1646.05,Rs./Quintal
Maharashtra,Vegetables,Onion,July-2025,674418.29,Metric Tonnes,1262.87,Rs./Quintal
Maharashtra,Vegetables,Potato,July-2025,69468.50,Metric Tonnes,1552.16,Rs./Quintal
Maharashtra,Vegetables,Tomato,July-2025,47642.60,Metric Tonnes,2217.85,Rs./Quintal
Maharashtra,Vegetables,Onion,August-2025,690102.54,Metric Tonnes,1257.31,Rs./Quintal
Maharashtra,Vegetables,Potato,August-2025,75365.20,Metric Tonnes,1353.45,Rs./Quintal
Maharashtra,Vegetables,Tomato,August-2025,91083.10,Metric Tonnes,2775.42,Rs./Quintal
Maharashtra,Vegetables,Onion,September-2025,669703.66,Metric Tonnes,1096.98,Rs./Quintal
Maharashtra,Vegetables,Potato,September-2025,75582.80,Metric Tonnes,1383.05,Rs./Quintal
Maharashtra,Vegetables,Tomato,September-2025,168915.30,Metric Tonnes,1266.26,Rs./Quintal
Maharashtra,Vegetables,Onion,October-2025,534755.55,Metric Tonnes,1109.20,Rs./Quintal
Maharashtra,Vegetables,Potato,October-2025,62211.90,Metric Tonnes,1491.34,Rs./Quintal
Maharashtra,Vegetables,Tomato,October-2025,131650.80,Metric Tonnes,1087.15,Rs./Quintal
Maharashtra,Vegetables,Onion,November-2025,471381.72,Metric Tonnes,1213.64,Rs./Quintal
Maharashtra,Vegetables,Potato,November-2025,67127.60,Metric Tonnes,1591.69,Rs./Quintal
Maharashtra,Vegetables,Tomato,November-2025,63828.00,Metric Tonnes,2187.34,Rs./Quintal
Maharashtra,Vegetables,Onion,December-2025,602054.79,Metric Tonnes,1532.66,Rs./Quintal
Maharashtra,Vegetables,Potato,December-2025,75835.40,Metric Tonnes,1244.12,Rs./Quintal
Maharashtra,Vegetables,Tomato,December-2025,36902.60,Metric Tonnes,2951.70,Rs./Quintal
Manipur,Vegetables,Onion,January-2023,219.30,Metric Tonnes,3710.74,Rs./Quintal
Manipur,Vegetables,Potato,January-2023,229.10,Metric Tonnes,2208.40,Rs./Quintal
Manipur,Vegetables,Onion,February-2023,230.00,Metric Tonnes,3375.65,Rs./Quintal
Manipur,Vegetables,Potato,February-2023,242.70,Metric Tonnes,1718.21,Rs./Quintal
Manipur,Vegetables,Onion,March-2023,220.60,Metric Tonnes,2419.63,Rs./Quintal
Manipur,Vegetables,Potato,March-2023,233.70,Metric Tonnes,1389.14,Rs./Quintal
Manipur,Vegetables,Onion,April-2023,222.70,Metric Tonnes,2197.46,Rs./Quintal
Manipur,Vegetables,Potato,April-2023,235.10,Metric Tonnes,1483.01,Rs./Quintal
Manipur,Vegetables,Onion,May-2023,24.80,Metric Tonnes,2161.29,Rs./Quintal
Manipur,Vegetables,Potato,May-2023,26.00,Metric Tonnes,1711.15,Rs./Quintal
Manipur,Vegetables,Onion,July-2023,76.60,Metric Tonnes,4067.10,Rs./Quintal
Manipur,Vegetables,Potato,July-2023,81.80,Metric Tonnes,2834.35,Rs./Quintal
Manipur,Vegetables,Onion,August-2023,181.70,Metric Tonnes,4024.38,Rs./Quintal
Manipur,Vegetables,Potato,August-2023,191.20,Metric Tonnes,2703.84,Rs./Quintal
Manipur,Vegetables,Onion,September-2023,124.20,Metric Tonnes,4589.94,Rs./Quintal
Manipur,Vegetables,Potato,September-2023,128.90,Metric Tonnes,2805.86,Rs./Quintal
Manipur,Vegetables,Onion,October-2023,211.60,Metric Tonnes,4768.57,Rs./Quintal
Manipur,Vegetables,Potato,October-2023,221.00,Metric Tonnes,2522.06,Rs./Quintal
Manipur,Vegetables,Onion,November-2023,176.90,Metric Tonnes,7130.53,Rs./Quintal
Manipur,Vegetables,Potato,November-2023,187.00,Metric Tonnes,2703.48,Rs./Quintal
Manipur,Vegetables,Onion,December-2023,167.80,Metric Tonnes,6377.74,Rs./Quintal
Manipur,Vegetables,Potato,December-2023,175.40,Metric Tonnes,2435.92,Rs./Quintal
Manipur,Vegetables,Onion,February-2024,206.10,Metric Tonnes,4214.94,Rs./Quintal
Manipur,Vegetables,Potato,February-2024,229.60,Metric Tonnes,1932.93,Rs./Quintal
Manipur,Vegetables,Onion,March-2024,131.20,Metric Tonnes,4088.41,Rs./Quintal
Manipur,Vegetables,Potato,March-2024,171.40,Metric Tonnes,1883.31,Rs./Quintal
Manipur,Vegetables,Onion,April-2024,170.10,Metric Tonnes,3278.63,Rs./Quintal
Manipur,Vegetables,Potato,April-2024,177.70,Metric Tonnes,2290.24,Rs./Quintal
Manipur,Vegetables,Onion,May-2024,161.80,Metric Tonnes,3427.13,Rs./Quintal
Manipur,Vegetables,Potato,May-2024,171.00,Metric Tonnes,2791.43,Rs./Quintal
Manipur,Vegetables,Onion,June-2024,132.80,Metric Tonnes,4679.14,Rs./Quintal
Manipur,Vegetables,Potato,June-2024,126.60,Metric Tonnes,3622.79,Rs./Quintal
Manipur,Vegetables,Onion,July-2024,168.67,Metric Tonnes,4674.05,Rs./Quintal
Manipur,Vegetables,Potato,July-2024,141.53,Metric Tonnes,3831.40,Rs./Quintal
Manipur,Vegetables,Onion,August-2024,189.30,Metric Tonnes,5322.66,Rs./Quintal
Manipur,Vegetables,Potato,August-2024,196.01,Metric Tonnes,4076.64,Rs./Quintal
Manipur,Vegetables,Onion,September-2024,138.08,Metric Tonnes,6678.09,Rs./Quintal
Manipur,Vegetables,Potato,September-2024,146.69,Metric Tonnes,4621.57,Rs./Quintal
Manipur,Vegetables,Onion,October-2024,178.20,Metric Tonnes,6965.18,Rs./Quintal
Manipur,Vegetables,Potato,October-2024,189.28,Metric Tonnes,4579.22,Rs./Quintal
Manipur,Vegetables,Onion,November-2024,73.64,Metric Tonnes,7625.00,Rs./Quintal
Manipur,Vegetables,Potato,November-2024,78.46,Metric Tonnes,5104.13,Rs./Quintal
Manipur,Vegetables,Onion,December-2024,193.33,Metric Tonnes,7073.20,Rs./Quintal
Manipur,Vegetables,Potato,December-2024,200.90,Metric Tonnes,4070.11,Rs./Quintal
Manipur,Vegetables,Onion,January-2025,222.79,Metric Tonnes,4839.28,Rs./Quintal
Manipur,Vegetables,Potato,January-2025,238.50,Metric Tonnes,3186.00,Rs./Quintal
Manipur,Vegetables,Onion,February-2025,220.89,Metric Tonnes,4191.60,Rs./Quintal
Manipur,Vegetables,Potato,February-2025,235.06,Metric Tonnes,2253.21,Rs./Quintal
Manipur,Vegetables,Onion,March-2025,215.95,Metric Tonnes,4097.16,Rs./Quintal
Manipur,Vegetables,Potato,March-2025,229.15,Metric Tonnes,2246.51,Rs./Quintal
Manipur,Vegetables,Onion,April-2025,210.42,Metric Tonnes,3156.62,Rs./Quintal
Manipur,Vegetables,Potato,April-2025,220.75,Metric Tonnes,1812.40,Rs./Quintal
Manipur,Vegetables,Onion,May-2025,206.69,Metric Tonnes,2825.28,Rs./Quintal
Manipur,Vegetables,Potato,May-2025,213.29,Metric Tonnes,1880.08,Rs./Quintal
Manipur,Vegetables,Onion,June-2025,100.28,Metric Tonnes,3591.34,Rs./Quintal
Manipur,Vegetables,Potato,June-2025,103.66,Metric Tonnes,2663.47,Rs./Quintal
Manipur,Vegetables,Onion,July-2025,236.03,Metric Tonnes,3666.11,Rs./Quintal
Manipur,Vegetables,Potato,July-2025,249.06,Metric Tonnes,2751.04,Rs./Quintal
Manipur,Vegetables,Onion,August-2025,222.24,Metric Tonnes,3667.14,Rs./Quintal
Manipur,Vegetables,Potato,August-2025,240.52,Metric Tonnes,2792.78,Rs./Quintal
Manipur,Vegetables,Onion,September-2025,187.94,Metric Tonnes,3664.41,Rs./Quintal
Manipur,Vegetables,Potato,September-2025,198.84,Metric Tonnes,2820.03,Rs./Quintal
Manipur,Vegetables,Onion,October-2025,197.74,Metric Tonnes,3662.87,Rs./Quintal
Manipur,Vegetables,Potato,October-2025,201.82,Metric Tonnes,2750.00,Rs./Quintal
Manipur,Vegetables,Onion,November-2025,130.78,Metric Tonnes,3664.21,Rs./Quintal
Manipur,Vegetables,Potato,November-2025,2701.80,Metric Tonnes,2750.93,Rs./Quintal
Manipur,Vegetables,Onion,December-2025,98.70,Metric Tonnes,3698.33,Rs./Quintal
Manipur,Vegetables,Potato,December-2025,178.38,Metric Tonnes,3075.63,Rs./Quintal
Meghalaya,Vegetables,Potato,January-2023,10.80,Metric Tonnes,17077.78,Rs./Quintal
Meghalaya,Vegetables,Tomato,January-2023,5.00,Metric Tonnes,11514.00,Rs./Quintal
Meghalaya,Vegetables,Onion,February-2023,1.50,Metric Tonnes,2800.00,Rs./Quintal
Meghalaya,Vegetables,Potato,February-2023,69.60,Metric Tonnes,1655.24,Rs./Quintal
Meghalaya,Vegetables,Tomato,February-2023,38.00,Metric Tonnes,3042.89,Rs./Quintal
Meghalaya,Vegetables,Potato,March-2023,86.40,Metric Tonnes,1440.63,Rs./Quintal
Meghalaya,Vegetables,Tomato,March-2023,46.80,Metric Tonnes,2835.47,Rs./Quintal
Meghalaya,Vegetables,Potato,April-2023,81.40,Metric Tonnes,1652.09,Rs./Quintal
Meghalaya,Vegetables,Tomato,April-2023,38.80,Metric Tonnes,3070.49,Rs./Quintal
Meghalaya,Vegetables,Potato,May-2023,158.70,Metric Tonnes,2631.60,Rs./Quintal
Meghalaya,Vegetables,Tomato,May-2023,186.00,Metric Tonnes,2063.71,Rs./Quintal
Meghalaya,Vegetables,Potato,June-2023,263.00,Metric Tonnes,2345.63,Rs./Quintal
Meghalaya,Vegetables,Tomato,June-2023,170.30,Metric Tonnes,3086.26,Rs./Quintal
Meghalaya,Vegetables,Potato,July-2023,388.80,Metric Tonnes,2142.45,Rs./Quintal
Meghalaya,Vegetables,Tomato,July-2023,164.00,Metric Tonnes,6665.24,Rs./Quintal
Meghalaya,Vegetables,Potato,August-2023,438.60,Metric Tonnes,2455.70,Rs./Quintal
Meghalaya,Vegetables,Tomato,August-2023,215.70,Metric Tonnes,6035.37,Rs./Quintal
Meghalaya,Vegetables,Onion,September-2023,1.00,Metric Tonnes,3800.00,Rs./Quintal
Meghalaya,Vegetables,Potato,September-2023,467.80,Metric Tonnes,2542.97,Rs./Quintal
Meghalaya,Vegetables,Tomato,September-2023,225.70,Metric Tonnes,2907.18,Rs./Quintal
Meghalaya,Vegetables,Onion,October-2023,3.10,Metric Tonnes,4058.06,Rs./Quintal
Meghalaya,Vegetables,Potato,October-2023,332.10,Metric Tonnes,2377.51,Rs./Quintal
Meghalaya,Vegetables,Tomato,October-2023,249.20,Metric Tonnes,2018.22,Rs./Quintal
Meghalaya,Vegetables,Onion,November-2023,12.00,Metric Tonnes,3600.00,Rs./Quintal
Meghalaya,Vegetables,Potato,November-2023,531.70,Metric Tonnes,1963.14,Rs./Quintal
Meghalaya,Vegetables,Tomato,November-2023,286.90,Metric Tonnes,2220.11,Rs./Quintal
Meghalaya,Vegetables,Onion,December-2023,24.00,Metric Tonnes,3600.00,Rs./Quintal
Meghalaya,Vegetables,Potato,December-2023,414.60,Metric Tonnes,1577.86,Rs./Quintal
Meghalaya,Vegetables,Tomato,December-2023,56.90,Metric Tonnes,4311.95,Rs./Quintal
Meghalaya,Vegetables,Onion,January-2024,8.00,Metric Tonnes,3600.00,Rs./Quintal
Meghalaya,Vegetables,Potato,January-2024,123.30,Metric Tonnes,2141.48,Rs./Quintal
Meghalaya,Vegetables,Tomato,January-2024,1.50,Metric Tonnes,3833.33,Rs./Quintal
Meghalaya,Vegetables,Onion,February-2024,8.00,Metric Tonnes,3600.00,Rs./Quintal
Meghalaya,Vegetables,Potato,February-2024,88.10,Metric Tonnes,2174.01,Rs./Quintal
Meghalaya,Vegetables,Tomato,February-2024,14.00,Metric Tonnes,3389.29,Rs./Quintal
Meghalaya,Vegetables,Onion,March-2024,26.50,Metric Tonnes,3486.79,Rs./Quintal
Meghalaya,Vegetables,Potato,March-2024,56.50,Metric Tonnes,1961.95,Rs./Quintal
Meghalaya,Vegetables,Tomato,March-2024,40.50,Metric Tonnes,3029.63,Rs./Quintal
Meghalaya,Vegetables,Onion,April-2024,33.50,Metric Tonnes,3500.00,Rs./Quintal
Meghalaya,Vegetables,Potato,April-2024,71.90,Metric Tonnes,2155.63,Rs./Quintal
Meghalaya,Vegetables,Tomato,April-2024,54.60,Metric Tonnes,2882.78,Rs./Quintal
Meghalaya,Vegetables,Onion,May-2024,13.34,Metric Tonnes,3469.27,Rs./Quintal
Meghalaya,Vegetables,Potato,May-2024,113.30,Metric Tonnes,2482.30,Rs./Quintal
Meghalaya,Vegetables,Tomato,May-2024,168.10,Metric Tonnes,2776.74,Rs./Quintal
Meghalaya,Vegetables,Onion,June-2024,0.36,Metric Tonnes,4312.50,Rs./Quintal
Meghalaya,Vegetables,Potato,June-2024,264.50,Metric Tonnes,2493.19,Rs./Quintal
Meghalaya,Vegetables,Tomato,June-2024,252.30,Metric Tonnes,3501.18,Rs./Quintal
Meghalaya,Vegetables,Onion,July-2024,1.68,Metric Tonnes,4236.61,Rs./Quintal
Meghalaya,Vegetables,Potato,July-2024,389.20,Metric Tonnes,3075.59,Rs./Quintal
Meghalaya,Vegetables,Tomato,July-2024,295.00,Metric Tonnes,4915.63,Rs./Quintal
Meghalaya,Vegetables,Onion,August-2024,0.30,Metric Tonnes,4500.00,Rs./Quintal
Meghalaya,Vegetables,Potato,August-2024,134.70,Metric Tonnes,3610.99,Rs./Quintal
Meghalaya,Vegetables,Tomato,August-2024,96.70,Metric Tonnes,3738.06,Rs./Quintal
Meghalaya,Vegetables,Potato,September-2024,133.00,Metric Tonnes,3004.14,Rs./Quintal
Meghalaya,Vegetables,Tomato,September-2024,0.90,Metric Tonnes,4377.78,Rs./Quintal
Meghalaya,Vegetables,Potato,October-2024,144.00,Metric Tonnes,3409.44,Rs./Quintal
Meghalaya,Vegetables,Tomato,October-2024,2.75,Metric Tonnes,8485.45,Rs./Quintal
Meghalaya,Vegetables,Onion,November-2024,3.50,Metric Tonnes,7614.29,Rs./Quintal
Meghalaya,Vegetables,Potato,November-2024,265.40,Metric Tonnes,3022.34,Rs./Quintal
Meghalaya,Vegetables,Tomato,November-2024,6.60,Metric Tonnes,5337.88,Rs./Quintal
Meghalaya,Vegetables,Onion,December-2024,4.40,Metric Tonnes,7272.73,Rs./Quintal
Meghalaya,Vegetables,Potato,December-2024,222.50,Metric Tonnes,3342.25,Rs./Quintal
Meghalaya,Vegetables,Tomato,December-2024,8.20,Metric Tonnes,5126.83,Rs./Quintal
Meghalaya,Vegetables,Onion,January-2025,5.80,Metric Tonnes,4974.14,Rs./Quintal
Meghalaya,Vegetables,Potato,January-2025,53.40,Metric Tonnes,2861.99,Rs./Quintal
Meghalaya,Vegetables,Tomato,January-2025,9.40,Metric Tonnes,3271.28,Rs./Quintal
Meghalaya,Vegetables,Potato,February-2025,28.10,Metric Tonnes,2498.58,Rs./Quintal
Meghalaya,Vegetables,Tomato,February-2025,5.30,Metric Tonnes,3367.92,Rs./Quintal
Meghalaya,Vegetables,Potato,March-2025,24.90,Metric Tonnes,2373.09,Rs./Quintal
Meghalaya,Vegetables,Tomato,March-2025,5.70,Metric Tonnes,3000.00,Rs./Quintal
Meghalaya,Vegetables,Onion,April-2025,5.60,Metric Tonnes,4000.00,Rs./Quintal
Meghalaya,Vegetables,Potato,April-2025,7.20,Metric Tonnes,3244.44,Rs./Quintal
Meghalaya,Vegetables,Tomato,April-2025,12.30,Metric Tonnes,2308.94,Rs./Quintal
Meghalaya,Vegetables,Potato,May-2025,87.60,Metric Tonnes,1915.87,Rs./Quintal
Meghalaya,Vegetables,Tomato,May-2025,8.20,Metric Tonnes,2500.00,Rs./Quintal
Meghalaya,Vegetables,Potato,June-2025,202.30,Metric Tonnes,1609.99,Rs./Quintal
Meghalaya,Vegetables,Tomato,June-2025,20.90,Metric Tonnes,3363.64,Rs./Quintal
Meghalaya,Vegetables,Potato,July-2025,194.20,Metric Tonnes,1737.00,Rs./Quintal
Meghalaya,Vegetables,Tomato,July-2025,16.10,Metric Tonnes,2720.50,Rs./Quintal
Meghalaya,Vegetables,Onion,August-2025,5.70,Metric Tonnes,3701.75,Rs./Quintal
Meghalaya,Vegetables,Potato,August-2025,140.20,Metric Tonnes,2090.73,Rs./Quintal
Meghalaya,Vegetables,Tomato,August-2025,10.80,Metric Tonnes,3458.33,Rs./Quintal
Meghalaya,Vegetables,Onion,September-2025,5.20,Metric Tonnes,3673.08,Rs./Quintal
Meghalaya,Vegetables,Potato,September-2025,159.00,Metric Tonnes,2089.94,Rs./Quintal
Meghalaya,Vegetables,Tomato,September-2025,4.60,Metric Tonnes,4744.57,Rs./Quintal
Meghalaya,Vegetables,Potato,October-2025,129.70,Metric Tonnes,2415.27,Rs./Quintal
Meghalaya,Vegetables,Tomato,October-2025,9.80,Metric Tonnes,4459.18,Rs./Quintal
Meghalaya,Vegetables,Potato,November-2025,195.50,Metric Tonnes,2310.03,Rs./Quintal
Meghalaya,Vegetables,Tomato,November-2025,8.19,Metric Tonnes,4247.62,Rs./Quintal
Meghalaya,Vegetables,Potato,December-2025,179.40,Metric Tonnes,2045.82,Rs./Quintal
Meghalaya,Vegetables,Tomato,December-2025,14.64,Metric Tonnes,4418.99,Rs./Quintal
NCT of Delhi,Vegetables,Onion,January-2023,25553.29,Metric Tonnes,1560.71,Rs./Quintal
NCT of Delhi,Vegetables,Potato,January-2023,44775.43,Metric Tonnes,838.36,Rs./Quintal
